dbn,school_name,Borough,grade_span,Latitude,Longitude,Total.Tested_Common.Core.Algebra,Mean.Score_Common.Core.Algebra,Percent.Students.Took.The.Test.For.CCAlgebra,Total.Tested_Common.Core.Algebra2,Mean.Score_Common.Core.Algebra2,Percent.Students.Took.The.Test.For.CCAlgebra2,Total.Tested_Common.Core.Geometry,Mean.Score_Common.Core.Geometry,Percent.Students.Took.The.Test.For.CCGeometry,Total.Tested_Living.Environment,Mean.Score_Living.Environment,Percent.Students.Took.The.Test.For.LE,Total.Tested_Physical.Settings.Earth.Science,Mean.Score_Physical.Settings.Earth.Science,Percent.Students.Took.The.Test.For.ES,Total.Tested_Physical.Settings.Chemistry,Mean.Score_Physical.Settings.Chemistry,Percent.Students.Took.The.Test.For.Chemistry,Total.Tested_Physical.Settings.Physics,Mean.Score_Physical.Settings.Physics,Percent.Students.Took.The.Test.For.Physics,Mbps.Bandwidth,Full.Time.Certified.STEM.Teachers,Part.Time.Certified.STEM.Teachers,Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students,Number.of.CS.Courses,Number.of.AP.CS.Courses,number.of.Full.CS.Courses,number.of.Partial.CS.Courses,Total.Teacher.Response.Rate,Percent.of.STEMTeachers.That.Agree.With.17a,Percent.of.STEMTeachers.That.Agree.With.17b,Percent.of.STEMTeachers.That.Agree.With.17c,K.12.Enrollment_2017.18,K.12.FRPL.Count_2017.18,Classroom.Teachers.w..0.3.Years.Experience_2017.18,Classroom.Teachers.w..More.than.3.Years.Experience_2017.18,Classroom.Teachers_2017.18,Total.School.Funding.per.Pupil_2017.18,School_Type,Percent.Poverty,STEM_AP_Courses_Offered,club_number
28Q505,Hillcrest High School,QUEENS   ,9 to 12,40.709446,-73.80166,814,66.2,0.241758242,482,64.7,0.143154143,67,68.2,0.01989902,894,69.1,0.265518266,649,71,0.192753193,160,70.6,0.047520048,28,65.9,0.008316008,50,47,0,0.013959014,NA,NA,NA,NA,0.65,1,0.94,0.94,3367,2734,25,153,16603553,19015.04,High School,0.833,4,0
28Q620,Thomas A. Edison Career and Technical Education High School,QUEENS   ,9 to 12,40.715389,-73.800369,315,74.8,0.147679325,446,77.6,0.209095171,576,73,0.270042194,400,78,0.187529301,404,78,0.189404594,295,71.4,0.13830286,95,80.7,0.044538209,40,27,0,0.012658228,1,1,1,0,0.98,0.94,0.91,0.94,2133,1715,19,98,11529040,19949.05,High School,0.812,2,2
28Q680,Queens Gateway to Health Sciences Secondary School,QUEENS   ,7 to 12,40.718831,-73.806499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,0,0.015942029,3,1,2,1,1,0.71,0.71,0.71,690,432,7,31,3714401,19613.43,High School,0.632,6,NA
28Q686,Queens Metropolitan High School,QUEENS   ,9 to 12,40.711367,-73.856698,287,67.7,0.263061412,87,60.7,0.079743355,481,66.1,0.440879927,252,77,0.230980752,276,70.1,0.252978918,146,68.6,0.133822181,27,87.5,0.024747938,50,20,0,0.018331806,2,1,2,0,0.38,1,0.8,0.8,1091,652,7,62,5948530,18906.34,High School,0.617,1,3
28Q687,Queens High School for the Sciences at York College,QUEENS   ,9 to 12,40.701049,-73.798151,31,91.6,0.065539112,129,88.5,0.272727273,147,88.4,0.310782241,65,91.2,0.137420719,NA,NA,NA,153,85.2,0.32346723,120,88.8,0.253699789,10,11,0,0.023255814,1,0,1,0,0.93,0.56,0.56,0.56,473,286,4,22,2405806,19048.86,High School,0.645,7,3
28Q690,High School for Law Enforcement and Public Safety,QUEENS   ,9 to 12,40.686208,-73.784144,215,58.1,0.431726908,33,62.5,0.06626506,46,61,0.092369478,195,61.8,0.391566265,62,62.2,0.124497992,29,51.9,0.058232932,NA,NA,NA,10,8,0,0.016064257,NA,NA,NA,NA,0.95,1,1,1,498,363,6,29,2758923,21742.67,High School,0.733,2,0
28Q896,"Young Women's Leadership School, Queens (TYWLS)",QUEENS   ,7 to 12,40.707527,-73.806412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,0,0.017761989,NA,NA,NA,NA,0.92,0.86,0.86,0.86,563,445,5,28,3031720,18466.27,High School,0.792,1,0
29Q243,Institute for Health Professions at Cambria Heights,QUEENS   ,9 to 12,40.697819,-73.745728,1,NA,0.002380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.002380952,NA,NA,NA,40,11,0,0.026190476,NA,NA,NA,NA,0.88,1,0.89,0.89,420,309,11,21,2484906,21925.13,High School,0.767,0,0
29Q248,Queens Preparatory Academy,QUEENS   ,9 to 12,40.668235,-73.756839,169,63.8,0.407228916,171,56.4,0.412048193,60,47.9,0.144578313,151,61.8,0.363855422,2,NA,0.004819277,75,55.2,0.180722892,5,NA,0.012048193,200,9,0,0.021686747,NA,NA,NA,NA,0.7,0.83,0.83,0.83,415,324,8,20,2002974,21101.42,High School,0.8,0,NA
29Q259,Pathways College Preparatory School: A College Board School,QUEENS   ,6 to 12,40.70646,-73.753579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,10,0,0.017152659,7,0,5,2,0.84,0.83,0.83,0.83,583,431,7,31,3254757,21154.35,High School,0.75,1,0
29Q265,Excelsior Preparatory High School,QUEENS   ,9 to 12,40.668235,-73.756839,128,73.1,0.265010352,32,61.9,0.066252588,57,63.7,0.118012422,151,64.5,0.3126294,NA,NA,NA,58,63.8,0.120082816,10,54,0.020703934,200,8,0,0.016563147,1,1,1,0,0.71,NA,NA,NA,483,327,2,25,2408543,19737.43,High School,0.706,0,0
29Q272,George Washington Carver High School for the Sciences,QUEENS   ,9 to 12,40.668235,-73.756839,190,64.1,0.405982906,52,54.7,0.111111111,140,56.7,0.299145299,161,63.6,0.344017094,129,63,0.275641026,21,50,0.044871795,NA,NA,NA,200,8,0,0.017094017,1,1,1,0,0.58,1,1,1,468,335,3,26,2644369,22146.08,High School,0.735,2,NA
29Q283,Preparatory Academy for Writers: A College Board School,QUEENS   ,6 to 12,40.668235,-73.756839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,7,0,0.011904762,NA,NA,NA,NA,0.79,0.88,0.88,0.88,588,404,4,28,2911338,19754.35,High School,0.697,2,0
29Q313,Benjamin Franklin High School for Finance & Information Technology,QUEENS   ,9 to 12,40.697819,-73.745728,169,61.8,0.425692695,20,67.8,0.050377834,102,57.6,0.256926952,128,65.6,0.322418136,101,65.7,0.25440806,25,69.8,0.062972292,NA,NA,NA,40,9,0,0.022670025,6,0,0,6,1,1,1,1,397,333,2.5,28,2746193,22405.39,High School,0.849,0,1
29Q326,Cambria Heights Academy,QUEENS   ,9 to 12,40.711849,-73.771195,166,58.4,0.470254958,22,63.6,0.062322946,158,54.6,0.447592068,121,65.3,0.342776204,63,67.5,0.178470255,51,57.2,0.144475921,NA,NA,NA,40,8,0,0.02266289,3,1,1,2,1,1,1,1,353,257,9,17,2145041,21475.37,High School,0.742,0,1
29Q327,Eagle Academy for Young Men III,QUEENS   ,6 to 12,40.691712,-73.778923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,0,0.011299435,NA,NA,NA,NA,0.57,1,0.86,0.86,531,382,10,27,3058568,21301.83,High School,0.736,0,NA
29Q492,"Mathematics, Science Research and Technology Magnet High School",QUEENS   ,9 to 12,40.697819,-73.745728,183,62.3,0.440963855,5,NA,0.012048193,64,49,0.154216867,127,65.2,0.306024096,53,64.6,0.127710843,5,NA,0.012048193,NA,NA,NA,40,7,0,0.01686747,NA,NA,NA,NA,0.96,0.88,1,0.88,415,311,11,11,2029207,22329.22,High School,0.771,1,1
29Q498,Humanities & Arts Magnet High School,QUEENS   ,9 to 12,40.697819,-73.745728,287,63.6,0.63215859,103,50.8,0.226872247,12,59.8,0.026431718,186,57.1,0.40969163,107,56.3,0.235682819,40,54.5,0.088105727,NA,NA,NA,40,7,0,0.015418502,NA,NA,NA,NA,0.96,1,1,1,454,372,7,16,2432536,21293.6,High School,0.841,0,1
30Q258,Energy Tech High School,QUEENS   ,9 to 13,40.757065,-73.932664,177,68.4,0.346379648,74,62.6,0.14481409,118,61.8,0.230919765,129,74.4,0.252446184,112,65.7,0.219178082,51,64.9,0.099804305,40,68.1,0.078277886,100,8,0,0.015655577,NA,NA,NA,NA,0.92,1,0.78,0.89,511,388,13,22,2793019,21066.93,High School,0.761,0,2
30Q286,"Young Women's Leadership School, Astoria (TYWLS)",QUEENS   ,6 to 12,40.771215,-73.924591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,11,0,0.019469027,11,0,4,7,0.81,1,1,1,565,481,8,24,2949203,18106.94,High School,0.86,0,1
30Q301,Academy for Careers in Television and Film (ACTV),QUEENS   ,9 to 12,40.742956,-73.959196,143,75,0.253097345,102,65.5,0.180530973,163,65,0.288495575,141,81.1,0.249557522,125,78.5,0.221238938,65,58.6,0.115044248,36,54.2,0.063716814,200,11,0,0.019469027,1,1,1,0,1,1,1,1,565,282,8,28,2952135,20087.05,High School,0.515,1,0
30Q445,William Cullen Bryant High School,QUEENS   ,9 to 12,40.75823,-73.910514,1388,64.7,0.57978279,341,61,0.142439432,739,54.2,0.308688388,667,66.7,0.2786132,465,62.1,0.194235589,313,58.8,0.130743525,77,66.3,0.032163743,100,38,0,0.015873016,1,1,1,0,0.76,0.86,0.76,0.82,2394,2022,49,97,13182439,20563.58,High School,0.857,8,1
30Q450,Long Island City High School,QUEENS   ,9 to 12,40.765826,-73.9328,1144,64.6,0.507092199,309,63.5,0.136968085,587,55.1,0.260195035,633,65,0.280585106,457,59.5,0.202570922,181,53.2,0.080230496,54,55.1,0.02393617,100,38,0,0.016843972,3,0,0,3,0.95,0.93,0.86,0.95,2256,1768,39,109,14728574,22694.4,High School,0.807,5,0
30Q501,Frank Sinatra School of the Arts High School,QUEENS   ,9 to 12,40.756534,-73.925121,120,70.4,0.144404332,158,76.3,0.190132371,230,70.3,0.27677497,142,79.1,0.17087846,113,73.8,0.135980746,183,68.1,0.220216606,72,70.6,0.086642599,100,9,0,0.010830325,1,0,0,1,0.87,0.85,0.85,0.85,831,337,3,49,4932923,19927.98,High School,0.415,2,0
30Q502,Information Technology High School,QUEENS   ,9 to 12,40.748701,-73.94638,408,61.9,0.405163853,253,59.7,0.251241311,17,55.8,0.016881827,288,70.9,0.285998014,59,63.6,0.058589871,61,65.8,0.060575968,28,74.7,0.027805362,200,14,0,0.013902681,6,1,2,4,0.91,0.71,0.76,0.82,1007,849,7,53,5792554,21079.24,High School,0.854,3,1
30Q555,Newcomers High School,QUEENS   ,9 to 12,40.751356,-73.937445,312,71.3,0.34248079,70,76.1,0.076838639,128,78,0.14050494,307,76.1,0.336992316,208,73.3,0.228320527,63,60,0.069154775,32,81,0.035126235,100,17,0,0.018660812,NA,NA,NA,NA,0.55,NA,NA,NA,911,783,7,54,5561630,20564.57,High School,0.919,0,1
30Q575,Academy of American Studies,QUEENS   ,9 to 12,40.751331,-73.937434,201,72,0.193641618,254,72.8,0.244701349,325,71.2,0.313102119,219,77,0.210982659,280,73.9,0.269749518,170,70.7,0.163776493,59,51.3,0.056840077,10,12,0,0.011560694,NA,NA,NA,NA,0.75,0.88,1,1,1038,710,9,43,4189798,16950.87,High School,0.694,2,1
30Q580,Baccalaureate School for Global Education,QUEENS   ,7 to 12,40.755366,-73.927169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,8,2,0.014814815,NA,NA,NA,NA,0.44,NA,NA,NA,540,232,4,28,3104064,18974.76,High School,0.439,0,1
31R028,The Eagle Academy for Young Men of Staten Island,STATEN IS,6 to 10,40.624263,-74.082667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5,0,0.019762846,NA,NA,NA,NA,1,0.71,0.86,0.86,253,209,10.2,13,2261169,24904.53,High School,0.846,0,1
31R047,CSI High School for International Studies,STATEN IS,9 to 12,40.581315,-74.158589,110,76.8,0.222222222,98,70.3,0.197979798,135,67.8,0.272727273,99,83.1,0.2,130,78.9,0.262626263,64,76.2,0.129292929,29,70,0.058585859,40,7,0,0.014141414,1,1,1,0,0.66,1,1,1,495,240,2,25,2584736,20303.28,High School,0.493,2,0
31R064,Gaynor McCown Expeditionary Learning School,STATEN IS,9 to 12,40.581315,-74.158589,131,66.7,0.298405467,32,70.6,0.072892938,85,58.1,0.193621868,121,71.9,0.275626424,53,58.2,0.120728929,34,66,0.077448747,8,62.9,0.018223235,40,9,0,0.020501139,NA,NA,NA,NA,0.92,1,0.93,0.92,439,197,7,29,2842917,22791.89,High School,0.46,0,0
31R080,The Michael J. Petrides School,STATEN IS,K to 12,40.608517,-74.102078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,0,0.007616146,NA,NA,NA,NA,0.75,0.94,0.88,0.88,1277,603,14.7,76.4,7539516,21762.93,High School,0.482,3,0
31R440,New Dorp High School,STATEN IS,9 to 12,40.569393,-74.107737,776,66.5,0.254844007,323,72.3,0.106075534,782,63.1,0.25681445,773,74.5,0.253858785,379,64.2,0.124466338,275,68.3,0.090311987,187,65.5,0.061412151,100,59,0,0.019376026,12,1,6,6,1,0.98,0.91,0.96,3045,1810,29,153,16703707,21201.7,High School,0.606,2,1
31R445,Port Richmond High School,STATEN IS,9 to 12,40.634573,-74.141818,752,63.7,0.4854745,121,68.9,0.078114913,316,60.4,0.204002582,494,64.3,0.318915429,226,51.9,0.145900581,173,60.5,0.111684958,82,59.2,0.052937379,50,26,0,0.016785023,4,2,2,2,0.61,0.78,0.83,0.83,1549,1130,18,79.5,8874321,23858.14,High School,0.748,3,0
31R450,Curtis High School,STATEN IS,9 to 12,40.644735,-74.081222,792,63.3,0.306146115,258,66.9,0.099729416,530,60.1,0.204870506,673,64.9,0.260146888,557,58.7,0.215307306,269,61.9,0.103981446,94,65.2,0.036335524,100,37,0,0.014302281,3,1,1,2,0.87,0.93,0.96,0.96,2587,1938,20.7,124,14292191,19781.74,High School,0.772,2,2
31R455,Tottenville High School,STATEN IS,9 to 12,40.528092,-74.192032,976,69.7,0.256302521,524,72.7,0.137605042,854,66.6,0.224264706,920,69.4,0.241596639,203,49.7,0.053308824,710,64.1,0.18644958,398,71.7,0.104516807,50,48,0,0.012605042,2,2,2,0,0.86,0.86,0.88,0.88,3808,1353,22,187,19768417,19601.36,High School,0.372,6,1
31R460,Susan E. Wagner High School,STATEN IS,9 to 12,40.596803,-74.124227,892,63.6,0.271619976,395,73.5,0.120280146,759,66.2,0.231120585,830,71.3,0.25274056,362,62.4,0.110231425,373,73.1,0.113580999,171,77.2,0.052070646,100,37,0,0.011266748,NA,NA,NA,NA,0.95,0.83,0.85,0.91,3284,1836,21,150,16698600,20199.28,High School,0.568,4,1
31R600,Ralph R. McKee Career and Technical Education High School,STATEN IS,9 to 12,40.642793,-74.07873,247,65.8,0.311868687,81,69,0.102272727,223,63.4,0.281565657,272,65.1,0.343434343,187,66,0.236111111,14,71,0.017676768,NA,NA,NA,100,13,0,0.016414141,5,1,4,1,0.81,1,1,1,792,533,17,41,5273565,24216.02,High School,0.691,1,0
31R605,Staten Island Technical High School,STATEN IS,9 to 12,40.567873,-74.115373,63,87,0.047727273,331,87.1,0.250757576,317,88.5,0.240151515,168,91.5,0.127272727,NA,NA,NA,366,85.9,0.277272727,330,85.3,0.25,200,23,2,0.017424242,1,1,1,0,0.94,1,1,1,1320,539,7,55,5892934,17515.89,High School,0.42,6,0
32K168,The Brooklyn School for Math and Research (B-SMART),BROOKLYN ,9 to 12,40.69697,-73.910791,79,70.6,0.293680297,23,78.9,0.085501859,30,78.4,0.111524164,57,72.8,0.211895911,NA,NA,NA,26,65,0.096654275,27,77.7,0.100371747,50,7,0,0.026022305,1,0,0,1,1,1,1,1,269,242,6,14,1396340,22036.05,High School,0.903,2,1
32K403,Academy for Environmental Leadership,BROOKLYN ,9 to 12,40.69697,-73.910791,90,53.1,NA,12,55.3,NA,64,42.9,NA,82,55.6,NA,79,51.7,NA,NA,NA,NA,NA,NA,NA,50,7,0,0.025735294,3,0,2,1,0.96,0.57,0.57,0.57,NA,NA,NA,NA,NA,NA,High School,0.926,0,0
32K545,EBC High School for Public Service-Bushwick,BROOKLYN ,9 to 12,40.694507,-73.929107,188,57.3,0.37751004,75,50.7,0.15060241,60,44.3,0.120481928,186,59.2,0.373493976,76,54.8,0.152610442,49,53.8,0.098393574,NA,NA,NA,30,10,0,0.020080321,NA,NA,NA,NA,0.35,0.75,0.75,0.75,498,443,11,29,3220903,23746.89,High School,0.906,1,0
32K549,"Brooklyn School for Social Justice, The",BROOKLYN ,9 to 12,40.69697,-73.910791,208,56.7,0.571428571,1,NA,0.002747253,62,40.8,0.17032967,198,55.6,0.543956044,74,55.7,0.203296703,21,56.2,0.057692308,NA,NA,NA,50,9,0,0.024725275,NA,NA,NA,NA,0.89,0.91,0.82,1,364,304,14,20,2292719,26521.56,High School,0.852,0,0
32K552,"Academy of Urban Planning and Engineering, The",BROOKLYN ,9 to 12,40.69697,-73.910791,136,62,0.69035533,5,NA,0.025380711,27,51.4,0.137055838,97,60.9,0.492385787,50,56.1,0.253807107,NA,NA,NA,9,60.4,0.045685279,50,5,0,0.025380711,NA,NA,NA,NA,1,0.86,0.57,0.86,197,190,3,16,1726114,30452.06,High School,0.95,1,0
32K554,All City Leadership Secondary School,BROOKLYN ,6 to 12,40.69737,-73.913171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,0,0.013793103,2,1,1,1,1,1,1,1,435,371,1,17,1679714,17677.32,High School,0.857,2,NA
32K556,Bushwick Leaders High School for Academic Excellence,BROOKLYN ,9 to 12,40.695056,-73.92814,197,55.1,0.701067616,23,50.6,0.081850534,72,46.2,0.256227758,161,56.5,0.572953737,29,48.6,0.103202847,11,49.4,0.039145907,NA,NA,NA,100,6,0,0.021352313,NA,NA,NA,NA,0.56,NA,NA,NA,281,272,12.2,16,2195095,27413.92,High School,0.95,0,0
